,year_film,year_ceremony,ceremony,category,name,film,winner
6341,1984,1985,57,SOUND,"Graham V. Hartstone, Nicolas Le Messurier, Michael A. Carter, John Mitchell",A Passage to India,False
6342,1984,1985,57,SOUND,"Nick Alphin, Robert Thirlwell, Richard Portman, David Ronne",The River,False
6343,1984,1985,57,SOUND,"Michael J. Kohut, Aaron Rochin, Carlos De Larios, Gene S. Cantamessa",2010,False
6344,1984,1985,57,VISUAL EFFECTS,"Richard Edlund, John Bruno, Mark Vargo, Chuck Gaspar",Ghostbusters,False
6345,1984,1985,57,VISUAL EFFECTS,"Dennis Muren, Michael McAlister, Lorne Peterson, George Gibbs",Indiana Jones and the Temple of Doom,True
6346,1984,1985,57,VISUAL EFFECTS,"Richard Edlund, Neil Krepela, George Jenson, Mark Stetson",2010,False
6347,1984,1985,57,WRITING (Screenplay Based on Material from Another Medium),Peter Shaffer,Amadeus,True
6348,1984,1985,57,WRITING (Screenplay Based on Material from Another Medium),"P.H. Vazak, Michael Austin","Greystoke: The Legend of Tarzan, Lord of the Apes",False
6349,1984,1985,57,WRITING (Screenplay Based on Material from Another Medium),Bruce Robinson,The Killing Fields,False
6350,1984,1985,57,WRITING (Screenplay Based on Material from Another Medium),David Lean,A Passage to India,False
6351,1984,1985,57,WRITING (Screenplay Based on Material from Another Medium),Charles Fuller,A Soldier's Story,False
6352,1984,1985,57,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Daniel Petrie, Jr.;  Story by Danilo Bach, Daniel Petrie, Jr.",Beverly Hills Cop,False
6353,1984,1985,57,WRITING (Screenplay Written Directly for the Screen),Woody Allen,Broadway Danny Rose,False
6354,1984,1985,57,WRITING (Screenplay Written Directly for the Screen),"Gregory Nava, Anna Thomas",El Norte,False
6355,1984,1985,57,WRITING (Screenplay Written Directly for the Screen),Robert Benton,Places in the Heart,True
6356,1984,1985,57,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Lowell Ganz, Babaloo Mandel, Bruce Jay Friedman;  Screen Story by Bruce Jay Friedman;  Based on a story by Brian Grazer",Splash,False
6357,1984,1985,57,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),Kay Rose,The River,True
6361,1985,1986,58,ACTOR IN A LEADING ROLE,Harrison Ford,Witness,False
6362,1985,1986,58,ACTOR IN A LEADING ROLE,James Garner,Murphy's Romance,False
6363,1985,1986,58,ACTOR IN A LEADING ROLE,William Hurt,Kiss of the Spider Woman,True
6364,1985,1986,58,ACTOR IN A LEADING ROLE,Jack Nicholson,Prizzi's Honor,False
6365,1985,1986,58,ACTOR IN A LEADING ROLE,Jon Voight,Runaway Train,False
6366,1985,1986,58,ACTOR IN A SUPPORTING ROLE,Don Ameche,Cocoon,True
6367,1985,1986,58,ACTOR IN A SUPPORTING ROLE,Klaus Maria Brandauer,Out of Africa,False
6368,1985,1986,58,ACTOR IN A SUPPORTING ROLE,William Hickey,Prizzi's Honor,False
6369,1985,1986,58,ACTOR IN A SUPPORTING ROLE,Robert Loggia,Jagged Edge,False
6370,1985,1986,58,ACTOR IN A SUPPORTING ROLE,Eric Roberts,Runaway Train,False
6371,1985,1986,58,ACTRESS IN A LEADING ROLE,Anne Bancroft,Agnes of God,False
6372,1985,1986,58,ACTRESS IN A LEADING ROLE,Whoopi Goldberg,The Color Purple,False
6373,1985,1986,58,ACTRESS IN A LEADING ROLE,Jessica Lange,Sweet Dreams,False
6374,1985,1986,58,ACTRESS IN A LEADING ROLE,Geraldine Page,The Trip to Bountiful,True
6375,1985,1986,58,ACTRESS IN A LEADING ROLE,Meryl Streep,Out of Africa,False
6376,1985,1986,58,ACTRESS IN A SUPPORTING ROLE,Margaret Avery,The Color Purple,False
6377,1985,1986,58,ACTRESS IN A SUPPORTING ROLE,Anjelica Huston,Prizzi's Honor,True
6378,1985,1986,58,ACTRESS IN A SUPPORTING ROLE,Amy Madigan,Twice in a Lifetime,False
6379,1985,1986,58,ACTRESS IN A SUPPORTING ROLE,Meg Tilly,Agnes of God,False
6380,1985,1986,58,ACTRESS IN A SUPPORTING ROLE,Oprah Winfrey,The Color Purple,False
6381,1985,1986,58,ART DIRECTION,Art Direction:  Norman Garwood;  Set Decoration:  Maggie Gray,Brazil,False
6382,1985,1986,58,ART DIRECTION,"Art Direction:  J. Michael Riva, Robert W. Welch;  Set Decoration:  Linda DeScenna",The Color Purple,False
6383,1985,1986,58,ART DIRECTION,Art Direction:  Stephen Grimes;  Set Decoration:  Josie MacAvin,Out of Africa,True
6384,1985,1986,58,ART DIRECTION,"Art Direction:  Yoshiro Muraki, Shinobu Muraki",Ran,False
6385,1985,1986,58,ART DIRECTION,Art Direction:  Stan Jolley;  Set Decoration:  John Anderson,Witness,False
6386,1985,1986,58,CINEMATOGRAPHY,Allen Daviau,The Color Purple,False
6387,1985,1986,58,CINEMATOGRAPHY,William A. Fraker,Murphy's Romance,False
6388,1985,1986,58,CINEMATOGRAPHY,David Watkin,Out of Africa,True
6389,1985,1986,58,CINEMATOGRAPHY,"Takao Saito, Masaharu Ueda, Asakazu Nakai",Ran,False
6390,1985,1986,58,CINEMATOGRAPHY,John Seale,Witness,False
6391,1985,1986,58,COSTUME DESIGN,Aggie Guerard Rodgers,The Color Purple,False
6392,1985,1986,58,COSTUME DESIGN,Albert Wolsky,The Journey of Natty Gann,False
6393,1985,1986,58,COSTUME DESIGN,Milena Canonero,Out of Africa,False
6394,1985,1986,58,COSTUME DESIGN,Donfeld,Prizzi's Honor,False
6395,1985,1986,58,COSTUME DESIGN,Emi Wada,Ran,True
6396,1985,1986,58,DIRECTING,Hector Babenco,Kiss of the Spider Woman,False
6397,1985,1986,58,DIRECTING,Sydney Pollack,Out of Africa,True
6398,1985,1986,58,DIRECTING,John Huston,Prizzi's Honor,False
6399,1985,1986,58,DIRECTING,Akira Kurosawa,Ran,False
6400,1985,1986,58,DIRECTING,Peter Weir,Witness,False
6401,1985,1986,58,DOCUMENTARY (Feature),"Maria Florio and Victoria Mudd, Producers",Broken Rainbow,True
6402,1985,1986,58,DOCUMENTARY (Feature),"Susana Muñoz and Lourdes Portillo, Producers",Las Madres--The Mothers of Plaza de Mayo,False
6403,1985,1986,58,DOCUMENTARY (Feature),"Japhet Asher, Producer",Soldiers in Hiding,False
6404,1985,1986,58,DOCUMENTARY (Feature),"Ken Burns and Buddy Squires, Producers",The Statue of Liberty,False
6405,1985,1986,58,DOCUMENTARY (Feature),"Steven Okazaki, Producer",Unfinished Business,False
6406,1985,1986,58,DOCUMENTARY (Short Subject),"Robert Gardner, Producer",The Courage to Care,False
6407,1985,1986,58,DOCUMENTARY (Short Subject),"Michael Crowley and James Wolpaw, Producers",Keats and His Nightingale: A Blind Date,False
6408,1985,1986,58,DOCUMENTARY (Short Subject),"Barbara Willis Sweete, Producer",Making Overtures--The Story of a Community Orchestra,False
6409,1985,1986,58,DOCUMENTARY (Short Subject),"David Goodman, Producer",Witness to War: Dr. Charlie Clements,True
6410,1985,1986,58,DOCUMENTARY (Short Subject),"Alan Edelstein, Producer",The Wizard of the Strings,False
6411,1985,1986,58,FILM EDITING,John Bloom,A Chorus Line,False
6412,1985,1986,58,FILM EDITING,"Fredric Steinkamp, William Steinkamp, Pembroke Herring, Sheldon Kahn",Out of Africa,False
6413,1985,1986,58,FILM EDITING,"Rudi Fehr, Kaja Fehr",Prizzi's Honor,False
6414,1985,1986,58,FILM EDITING,Henry Richardson,Runaway Train,False
6415,1985,1986,58,FILM EDITING,Thom Noble,Witness,True
6416,1985,1986,58,FOREIGN LANGUAGE FILM,Federal Republic of Germany,Angry Harvest,False
6417,1985,1986,58,FOREIGN LANGUAGE FILM,Hungary,Colonel Redl,False
6418,1985,1986,58,FOREIGN LANGUAGE FILM,Argentina,The Official Story,True
6419,1985,1986,58,FOREIGN LANGUAGE FILM,France,Three Men and a Cradle,False
6420,1985,1986,58,FOREIGN LANGUAGE FILM,Yugoslavia,When Father Was Away on Business,False
6421,1985,1986,58,MAKEUP,Ken Chase,The Color Purple,False
6422,1985,1986,58,MAKEUP,"Michael Westmore, Zoltan Elek",Mask,True
6423,1985,1986,58,MAKEUP,Carl Fullerton,Remo Williams: The Adventure Begins,False
6424,1985,1986,58,MUSIC (Original Score),Georges Delerue,Agnes of God,False
6425,1985,1986,58,MUSIC (Original Score),"Quincy Jones, Jeremy Lubbock, Rod Temperton, Caiphus Semenya, Andrae Crouch, Chris Boardman, Jorge Calandrelli, Joel Rosenbaum, Fred Steiner, Jack Hayes, Jerry Hey, Randy Kerber",The Color Purple,False
6426,1985,1986,58,MUSIC (Original Score),John Barry,Out of Africa,True
6427,1985,1986,58,MUSIC (Original Score),Bruce Broughton,Silverado,False
6428,1985,1986,58,MUSIC (Original Score),Maurice Jarre,Witness,False
6429,1985,1986,58,MUSIC (Original Song),"Music by Quincy Jones and Rod Temperton; Lyric by Quincy Jones, Rod Temperton and Lionel Richie",The Color Purple,False
6430,1985,1986,58,MUSIC (Original Song),Music by Chris Hayes and Johnny Colla; Lyric by Huey Lewis,Back to the Future,False
6431,1985,1986,58,MUSIC (Original Song),Music and Lyric by Lionel Richie,White Nights,True
6432,1985,1986,58,MUSIC (Original Song),Music and Lyric by Stephen Bishop,White Nights,False
6433,1985,1986,58,MUSIC (Original Song),Music by Marvin Hamlisch; Lyric by Edward Kleban,A Chorus Line,False
6434,1985,1986,58,BEST PICTURE,"Steven Spielberg, Kathleen Kennedy, Frank Marshall and Quincy Jones, Producers",The Color Purple,False
6435,1985,1986,58,BEST PICTURE,"David Weisman, Producer",Kiss of the Spider Woman,False
6436,1985,1986,58,BEST PICTURE,"Sydney Pollack, Producer",Out of Africa,True
6437,1985,1986,58,BEST PICTURE,"John Foreman, Producer",Prizzi's Honor,False
6438,1985,1986,58,BEST PICTURE,"Edward S. Feldman, Producer",Witness,False
6439,1985,1986,58,SHORT FILM (Animated),"Cilia Van Dijk, Producer",Anna & Bella,True
6440,1985,1986,58,SHORT FILM (Animated),"Richard Condie and Michael Scott, Producers",The Big Snit,False
6441,1985,1986,58,SHORT FILM (Animated),"Alison Snowden, Producer",Second Class Mail,False
6442,1985,1986,58,SHORT FILM (Live Action),"Dianna Costello, Producer",Graffiti,False
6443,1985,1986,58,SHORT FILM (Live Action),"Jeff Brown and Chris Pelzer, Producers",Molly's Pilgrim,True
6444,1985,1986,58,SHORT FILM (Live Action),"Bob Rogers, Producer",Rainbow War,False
6445,1985,1986,58,SOUND,"Bill Varney, B. Tennyson Sebastian II, Robert Thirlwell, William B. Kaplan",Back to the Future,False
6446,1985,1986,58,SOUND,"Donald O. Mitchell, Michael Minkler, Gerry Humphreys, Chris Newman",A Chorus Line,False
6447,1985,1986,58,SOUND,"Les Fresholtz, Dick Alexander, Vern Poore, Bud Alper",Ladyhawke,False
6448,1985,1986,58,SOUND,"Chris Jenkins, Gary Alexander, Larry Stensvold, Peter Handford",Out of Africa,True
6449,1985,1986,58,SOUND,"Donald O. Mitchell, Rick Kline, Kevin O'Connell, David Ronne",Silverado,False
6450,1985,1986,58,SOUND EFFECTS EDITING,"Charles L. Campbell, Robert Rutledge",Back to the Future,True
6451,1985,1986,58,SOUND EFFECTS EDITING,"Bob Henderson, Alan Murray",Ladyhawke,False
6452,1985,1986,58,SOUND EFFECTS EDITING,Frederick J. Brown,Rambo: First Blood Part II,False
6453,1985,1986,58,VISUAL EFFECTS,"Ken Ralston, Ralph McQuarrie, Scott Farrar, David Berry",Cocoon,True
6454,1985,1986,58,VISUAL EFFECTS,"Will Vinton, Ian Wingrove, Zoran Perisic, Michael Lloyd",Return to Oz,False
6455,1985,1986,58,VISUAL EFFECTS,"Dennis Muren, Kit West, John Ellis, David Allen",Young Sherlock Holmes,False
6456,1985,1986,58,WRITING (Screenplay Based on Material from Another Medium),Menno Meyjes,The Color Purple,False
6457,1985,1986,58,WRITING (Screenplay Based on Material from Another Medium),Leonard Schrader,Kiss of the Spider Woman,False
6458,1985,1986,58,WRITING (Screenplay Based on Material from Another Medium),Kurt Luedtke,Out of Africa,True
6459,1985,1986,58,WRITING (Screenplay Based on Material from Another Medium),"Richard Condon, Janet Roach",Prizzi's Honor,False
6460,1985,1986,58,WRITING (Screenplay Based on Material from Another Medium),Horton Foote,The Trip to Bountiful,False
6461,1985,1986,58,WRITING (Screenplay Written Directly for the Screen),"Robert Zemeckis, Bob Gale",Back to the Future,False
6462,1985,1986,58,WRITING (Screenplay Written Directly for the Screen),"Terry Gilliam, Tom Stoppard, Charles McKeown",Brazil,False
6463,1985,1986,58,WRITING (Screenplay Written Directly for the Screen),"Luis Puenzo, Aida Bortnik",The Official Story,False
6464,1985,1986,58,WRITING (Screenplay Written Directly for the Screen),Woody Allen,The Purple Rose of Cairo,False
6465,1985,1986,58,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Earl W. Wallace, William Kelley;  Story by William Kelley, Pamela Wallace, Earl W. Wallace",Witness,True
6469,1986,1987,59,ACTOR IN A LEADING ROLE,Dexter Gordon,'Round Midnight,False
6470,1986,1987,59,ACTOR IN A LEADING ROLE,Bob Hoskins,Mona Lisa,False
6471,1986,1987,59,ACTOR IN A LEADING ROLE,William Hurt,Children of a Lesser God,False
6472,1986,1987,59,ACTOR IN A LEADING ROLE,Paul Newman,The Color of Money,True
6473,1986,1987,59,ACTOR IN A LEADING ROLE,James Woods,Salvador,False
6474,1986,1987,59,ACTOR IN A SUPPORTING ROLE,Tom Berenger,Platoon,False
6475,1986,1987,59,ACTOR IN A SUPPORTING ROLE,Michael Caine,Hannah and Her Sisters,True
6476,1986,1987,59,ACTOR IN A SUPPORTING ROLE,Willem Dafoe,Platoon,False
6477,1986,1987,59,ACTOR IN A SUPPORTING ROLE,Denholm Elliott,A Room with a View,False
6478,1986,1987,59,ACTOR IN A SUPPORTING ROLE,Dennis Hopper,Hoosiers,False
6479,1986,1987,59,ACTRESS IN A LEADING ROLE,Jane Fonda,The Morning After,False
6480,1986,1987,59,ACTRESS IN A LEADING ROLE,Marlee Matlin,Children of a Lesser God,True
6481,1986,1987,59,ACTRESS IN A LEADING ROLE,Sissy Spacek,Crimes of the Heart,False
6482,1986,1987,59,ACTRESS IN A LEADING ROLE,Kathleen Turner,Peggy Sue Got Married,False
6483,1986,1987,59,ACTRESS IN A LEADING ROLE,Sigourney Weaver,Aliens,False
6484,1986,1987,59,ACTRESS IN A SUPPORTING ROLE,Tess Harper,Crimes of the Heart,False
6485,1986,1987,59,ACTRESS IN A SUPPORTING ROLE,Piper Laurie,Children of a Lesser God,False
6486,1986,1987,59,ACTRESS IN A SUPPORTING ROLE,Mary Elizabeth Mastrantonio,The Color of Money,False
6487,1986,1987,59,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,A Room with a View,False
6488,1986,1987,59,ACTRESS IN A SUPPORTING ROLE,Dianne Wiest,Hannah and Her Sisters,True
6489,1986,1987,59,ART DIRECTION,Art Direction:  Peter Lamont;  Set Decoration:  Crispian Sallis,Aliens,False
6490,1986,1987,59,ART DIRECTION,Art Direction:  Boris Leven;  Set Decoration:  Karen A. O'Hara,The Color of Money,False
6491,1986,1987,59,ART DIRECTION,Art Direction:  Stuart Wurtzel;  Set Decoration:  Carol Joffe,Hannah and Her Sisters,False
6492,1986,1987,59,ART DIRECTION,Art Direction:  Stuart Craig;  Set Decoration:  Jack Stephens,The Mission,False
6493,1986,1987,59,ART DIRECTION,"Art Direction:  Gianni Quaranta, Brian Ackland-Snow;  Set Decoration:  Brian Savegar, Elio Altamura",A Room with a View,True
6494,1986,1987,59,CINEMATOGRAPHY,Chris Menges,The Mission,True
6495,1986,1987,59,CINEMATOGRAPHY,Jordan Cronenweth,Peggy Sue Got Married,False
6496,1986,1987,59,CINEMATOGRAPHY,Robert Richardson,Platoon,False
6497,1986,1987,59,CINEMATOGRAPHY,Tony Pierce-Roberts,A Room with a View,False
6498,1986,1987,59,CINEMATOGRAPHY,Don Peterman,Star Trek IV: The Voyage Home,False
6499,1986,1987,59,COSTUME DESIGN,Enrico Sabbatini,The Mission,False
6500,1986,1987,59,COSTUME DESIGN,"Anna Anni, Maurizio Millenotti",Otello,False
6501,1986,1987,59,COSTUME DESIGN,Theadora Van Runkle,Peggy Sue Got Married,False
6502,1986,1987,59,COSTUME DESIGN,Anthony Powell,Pirates,False
6503,1986,1987,59,COSTUME DESIGN,"Jenny Beavan, John Bright",A Room with a View,True
6504,1986,1987,59,DIRECTING,David Lynch,Blue Velvet,False
6505,1986,1987,59,DIRECTING,Woody Allen,Hannah and Her Sisters,False
6506,1986,1987,59,DIRECTING,Roland Joffé,The Mission,False
6507,1986,1987,59,DIRECTING,Oliver Stone,Platoon,True
6508,1986,1987,59,DIRECTING,James Ivory,A Room with a View,False
6509,1986,1987,59,DOCUMENTARY (Feature),"Brigitte Berman, Producer",Artie Shaw: Time Is All You've Got,True
6510,1986,1987,59,DOCUMENTARY (Feature),"David Bradbury, Producer",Chile: Hasta Cuando?,False
6511,1986,1987,59,DOCUMENTARY (Feature),"Joseph Feury and Milton Justice, Producers",Down and Out in America,True
6512,1986,1987,59,DOCUMENTARY (Feature),"Kirk Simon and Amram Nowak, Producers",Isaac in America: A Journey with Isaac Bashevis Singer,False
6513,1986,1987,59,DOCUMENTARY (Feature),"Sharon I. Sopher, Producer",Witness to Apartheid,False
6514,1986,1987,59,DOCUMENTARY (Short Subject),"Alison Nigh-Strelich, Producer",Debonair Dancers,False
6515,1986,1987,59,DOCUMENTARY (Short Subject),"Sonya Friedman, Producer",The Masters of Disaster,False
6516,1986,1987,59,DOCUMENTARY (Short Subject),"Thomas L. Neff and Madeline Bell, Producers",Red Grooms: Sunflower in a Hothouse,False
6517,1986,1987,59,DOCUMENTARY (Short Subject),"Aaron D. Weisblatt, Producer",Sam,False
6518,1986,1987,59,DOCUMENTARY (Short Subject),"Vivienne Verdon-Roe, Producer","Women--for America, for the World",True
6519,1986,1987,59,FILM EDITING,Ray Lovejoy,Aliens,False
6520,1986,1987,59,FILM EDITING,Susan E. Morse,Hannah and Her Sisters,False
6521,1986,1987,59,FILM EDITING,Jim Clark,The Mission,False
6522,1986,1987,59,FILM EDITING,Claire Simpson,Platoon,True
6523,1986,1987,59,FILM EDITING,"Billy Weber, Chris Lebenzon",Top Gun,False
6524,1986,1987,59,FOREIGN LANGUAGE FILM,The Netherlands,The Assault,True
6525,1986,1987,59,FOREIGN LANGUAGE FILM,France,Betty Blue,False
6526,1986,1987,59,FOREIGN LANGUAGE FILM,Canada,The Decline of the American Empire,False
6527,1986,1987,59,FOREIGN LANGUAGE FILM,Czechoslovakia,My Sweet Little Village,False
6528,1986,1987,59,FOREIGN LANGUAGE FILM,Austria,'38',False
6529,1986,1987,59,MAKEUP,"Michael G. Westmore, Michèle Burke",The Clan of the Cave Bear,False
6530,1986,1987,59,MAKEUP,"Chris Walas, Stephan Dupuis",The Fly,True
6531,1986,1987,59,MAKEUP,"Rob Bottin, Peter Robb-King",Legend,False
6532,1986,1987,59,MUSIC (Original Score),James Horner,Aliens,False
6533,1986,1987,59,MUSIC (Original Score),Jerry Goldsmith,Hoosiers,False
6534,1986,1987,59,MUSIC (Original Score),Ennio Morricone,The Mission,False
6535,1986,1987,59,MUSIC (Original Score),Herbie Hancock,'Round Midnight,True
6536,1986,1987,59,MUSIC (Original Score),Leonard Rosenman,Star Trek IV: The Voyage Home,False
6537,1986,1987,59,MUSIC (Original Song),Music by Peter Cetera and David Foster; Lyric by Peter Cetera and Diane Nini,The Karate Kid Part II,False
6538,1986,1987,59,MUSIC (Original Song),Music by Henry Mancini; Lyric by Leslie Bricusse,That's Life,False
6539,1986,1987,59,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,Little Shop of Horrors,False
6540,1986,1987,59,MUSIC (Original Song),Music by James Horner and Barry Mann; Lyric by Cynthia Weil,An American Tail,False
6541,1986,1987,59,MUSIC (Original Song),Music by Giorgio Moroder; Lyric by Tom Whitlock,Top Gun,True
6542,1986,1987,59,BEST PICTURE,"Burt Sugarman and Patrick Palmer, Producers",Children of a Lesser God,False
6543,1986,1987,59,BEST PICTURE,"Robert Greenhut, Producer",Hannah and Her Sisters,False
6544,1986,1987,59,BEST PICTURE,"Fernando Ghia and David Puttnam, Producers",The Mission,False
6545,1986,1987,59,BEST PICTURE,"Arnold Kopelson, Producer",Platoon,True
6546,1986,1987,59,BEST PICTURE,"Ismail Merchant, Producer",A Room with a View,False
6547,1986,1987,59,SHORT FILM (Animated),"Bob Stenhouse, Producer","The Frog, the Dog and the Devil",False
6548,1986,1987,59,SHORT FILM (Animated),"Linda Van Tulden and Willem Thijssen, Producers",A Greek Tragedy,True
6549,1986,1987,59,SHORT FILM (Animated),"John Lasseter and William Reeves, Producers",Luxo Jr.,False
6550,1986,1987,59,SHORT FILM (Live Action),"Stefano Reali and Pino Quartullo, Producers",Exit,False
6551,1986,1987,59,SHORT FILM (Live Action),"Fredda Weiss, Producer",Love Struck,False
6552,1986,1987,59,SHORT FILM (Live Action),"Chuck Workman, Producer",Precious Images,True
6553,1986,1987,59,SOUND,"Graham V. Hartstone, Nicolas Le Messurier, Michael A. Carter, Roy Charman",Aliens,False
6554,1986,1987,59,SOUND,"Les Fresholtz, Dick Alexander, Vern Poore, William Nelson",Heartbreak Ridge,False
6555,1986,1987,59,SOUND,"John K. Wilkinson, Richard Rogers, Charles 'Bud' Grenzbach,  Simon Kaye",Platoon,True
6556,1986,1987,59,SOUND,"Terry Porter, Dave Hudson, Mel Metcalfe, Gene S. Cantamessa",Star Trek IV: The Voyage Home,False
6557,1986,1987,59,SOUND,"Donald O. Mitchell, Kevin O'Connell, Rick Kline, William B. Kaplan",Top Gun,False
6558,1986,1987,59,SOUND EFFECTS EDITING,Don Sharpe,Aliens,True
6559,1986,1987,59,SOUND EFFECTS EDITING,Mark Mangini,Star Trek IV: The Voyage Home,False
6560,1986,1987,59,SOUND EFFECTS EDITING,"Cecelia Hall, George Watters II",Top Gun,False
6561,1986,1987,59,VISUAL EFFECTS,"Robert Skotak, Stan Winston, John Richardson, Suzanne Benson",Aliens,True
6562,1986,1987,59,VISUAL EFFECTS,"Lyle Conway, Bran Ferren, Martin Gutteridge",Little Shop of Horrors,False
6563,1986,1987,59,VISUAL EFFECTS,"Richard Edlund, John Bruno, Garry Waller, William Neil",Poltergeist II: The Other Side,False
6564,1986,1987,59,WRITING (Screenplay Based on Material from Another Medium),"Hesper Anderson, Mark Medoff",Children of a Lesser God,False
6565,1986,1987,59,WRITING (Screenplay Based on Material from Another Medium),Richard Price,The Color of Money,False
6566,1986,1987,59,WRITING (Screenplay Based on Material from Another Medium),Beth Henley,Crimes of the Heart,False
6567,1986,1987,59,WRITING (Screenplay Based on Material from Another Medium),Ruth Prawer Jhabvala,A Room with a View,True
6568,1986,1987,59,WRITING (Screenplay Based on Material from Another Medium),"Raynold Gideon, Bruce A. Evans",Stand by Me,False
6569,1986,1987,59,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Paul Hogan, Ken Shadie, John Cornell;  Story by Paul Hogan",'Crocodile' Dundee,False
6570,1986,1987,59,WRITING (Screenplay Written Directly for the Screen),Woody Allen,Hannah and Her Sisters,True
6571,1986,1987,59,WRITING (Screenplay Written Directly for the Screen),Hanif Kureishi,My Beautiful Laundrette,False
6572,1986,1987,59,WRITING (Screenplay Written Directly for the Screen),Oliver Stone,Platoon,False
6573,1986,1987,59,WRITING (Screenplay Written Directly for the Screen),"Oliver Stone, Richard Boyle",Salvador,False
6576,1987,1988,60,ACTOR IN A LEADING ROLE,Michael Douglas,Wall Street,True
6577,1987,1988,60,ACTOR IN A LEADING ROLE,William Hurt,Broadcast News,False
6578,1987,1988,60,ACTOR IN A LEADING ROLE,Marcello Mastroianni,Dark Eyes,False
6579,1987,1988,60,ACTOR IN A LEADING ROLE,Jack Nicholson,Ironweed,False
6580,1987,1988,60,ACTOR IN A LEADING ROLE,Robin Williams,"Good Morning, Vietnam",False
6581,1987,1988,60,ACTOR IN A SUPPORTING ROLE,Albert Brooks,Broadcast News,False
6582,1987,1988,60,ACTOR IN A SUPPORTING ROLE,Sean Connery,The Untouchables,True
6583,1987,1988,60,ACTOR IN A SUPPORTING ROLE,Morgan Freeman,Street Smart,False
6584,1987,1988,60,ACTOR IN A SUPPORTING ROLE,Vincent Gardenia,Moonstruck,False
6585,1987,1988,60,ACTOR IN A SUPPORTING ROLE,Denzel Washington,Cry Freedom,False
6586,1987,1988,60,ACTRESS IN A LEADING ROLE,Cher,Moonstruck,True
6587,1987,1988,60,ACTRESS IN A LEADING ROLE,Glenn Close,Fatal Attraction,False
6588,1987,1988,60,ACTRESS IN A LEADING ROLE,Holly Hunter,Broadcast News,False
6589,1987,1988,60,ACTRESS IN A LEADING ROLE,Sally Kirkland,Anna,False
6590,1987,1988,60,ACTRESS IN A LEADING ROLE,Meryl Streep,Ironweed,False
6591,1987,1988,60,ACTRESS IN A SUPPORTING ROLE,Norma Aleandro,Gaby - A True Story,False
6592,1987,1988,60,ACTRESS IN A SUPPORTING ROLE,Anne Archer,Fatal Attraction,False
6593,1987,1988,60,ACTRESS IN A SUPPORTING ROLE,Olympia Dukakis,Moonstruck,True
6594,1987,1988,60,ACTRESS IN A SUPPORTING ROLE,Anne Ramsey,Throw Momma from the Train,False
6595,1987,1988,60,ACTRESS IN A SUPPORTING ROLE,Ann Sothern,The Whales of August,False
6596,1987,1988,60,ART DIRECTION,Art Direction:  Norman Reynolds;  Set Decoration:  Harry Cordwell,Empire of the Sun,False
6597,1987,1988,60,ART DIRECTION,Art Direction:  Anthony Pratt;  Set Decoration:  Joan Woollard,Hope and Glory,False
6598,1987,1988,60,ART DIRECTION,"Art Direction:  Ferdinando Scarfiotti;  Set Decoration:  Bruno Cesari, Osvaldo Desideri",The Last Emperor,True
6599,1987,1988,60,ART DIRECTION,"Art Direction:  Santo Loquasto;  Set Decoration:  Carol Joffe, Les Bloom, George DeTitta, Jr.",Radio Days,False
6600,1987,1988,60,ART DIRECTION,"Art Direction:  Patrizia Von Brandenstein, William A. Elliott;  Set Decoration:  Hal Gausman",The Untouchables,False
6601,1987,1988,60,CINEMATOGRAPHY,Michael Ballhaus,Broadcast News,False
6602,1987,1988,60,CINEMATOGRAPHY,Allen Daviau,Empire of the Sun,False
6603,1987,1988,60,CINEMATOGRAPHY,Philippe Rousselot,Hope and Glory,False
6604,1987,1988,60,CINEMATOGRAPHY,Vittorio Storaro,The Last Emperor,True
6605,1987,1988,60,CINEMATOGRAPHY,Haskell Wexler,Matewan,False
6606,1987,1988,60,COSTUME DESIGN,Dorothy Jeakins,The Dead,False
6607,1987,1988,60,COSTUME DESIGN,Bob Ringwood,Empire of the Sun,False
6608,1987,1988,60,COSTUME DESIGN,James Acheson,The Last Emperor,True
6609,1987,1988,60,COSTUME DESIGN,"Jenny Beavan, John Bright",Maurice,False
6610,1987,1988,60,COSTUME DESIGN,Marilyn Vance-Straker,The Untouchables,False
6611,1987,1988,60,DIRECTING,Adrian Lyne,Fatal Attraction,False
6612,1987,1988,60,DIRECTING,John Boorman,Hope and Glory,False
6613,1987,1988,60,DIRECTING,Bernardo Bertolucci,The Last Emperor,True
6614,1987,1988,60,DIRECTING,Norman Jewison,Moonstruck,False
6615,1987,1988,60,DIRECTING,Lasse Hallström,My Life as a Dog,False
6616,1987,1988,60,DOCUMENTARY (Feature),"Callie Crossley and James A. DeVinney, Producers",Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965,False
6617,1987,1988,60,DOCUMENTARY (Feature),"John Junkerman and John W. Dower, Producers",Hellfire: A Journey from Hiroshima,False
6618,1987,1988,60,DOCUMENTARY (Feature),"Robert Stone, Producer",Radio Bikini,False
